dept,number,name,section,term,credits,mode,instructor
ENGLISH,124,Academic Writing and Literature,Section 004 (REC),FA 2020,4,Person,"Hill,Nathaniel"
ENGLISH,124,Academic Writing and Literature,Section 006 (REC),FA 2020,4,Person,"Pelletier,Steven"
ENGLISH,124,Academic Writing and Literature,Section 008 (REC),FA 2020,4,Online,"Buckley,John"
ENGLISH,124,Academic Writing and Literature,Section 010 (REC),FA 2020,4,Online,"Schey,Taylor"
ENGLISH,124,Academic Writing and Literature,Section 012 (REC),FA 2020,4,Online,"Dorman,Zoey"
ENGLISH,124,Academic Writing and Literature,Section 014 (REC),FA 2020,4,Person,
ENGLISH,124,Academic Writing and Literature,Section 016 (REC),FA 2020,4,Online,"Moore,Bretney"
ENGLISH,124,Academic Writing and Literature,Section 018 (REC),FA 2020,4,Online,"Strout,Laura"
ENGLISH,124,Academic Writing and Literature,Section 020 (REC),FA 2020,4,Online,"Balachander,Surabhi"
ENGLISH,124,Academic Writing and Literature,"Section 022 (REC) Storytelling, Genealogy, and Race in African-American Literature",FA 2020,4,Online,"Moody,Stephanie Lee"
ENGLISH,124,Academic Writing and Literature,Section 024 (REC) Representations of Prison Systems,FA 2020,4,Online,"Cawkwell,Rachel"
ENGLISH,124,Academic Writing and Literature,Section 026 (REC),FA 2020,4,Hybrid,"McCormick,Kyle"
ENGLISH,124,Academic Writing and Literature,Section 028 (REC),FA 2020,4,Online,"McCormick,Kyle"
ENGLISH,125,Writing and Academic Inquiry,Section 002 (REC),FA 2020,4,Online,"Buckley,John"
ENGLISH,125,Writing and Academic Inquiry,Section 004 (REC),FA 2020,4,Online,"Thum-O'Brien,Robyn"
ENGLISH,125,Writing and Academic Inquiry,Section 006 (REC),FA 2020,4,Online,"Burch,Aaron Matthew"
ENGLISH,125,Writing and Academic Inquiry,Section 008 (REC),FA 2020,4,Online,"Berryman,Glenesha"
ENGLISH,125,Writing and Academic Inquiry,Section 010 (REC),FA 2020,4,Online,"Carlson,Megan Garver"
ENGLISH,125,Writing and Academic Inquiry,Section 012 (REC),FA 2020,4,Hybrid,"Kupetz, Joshua"
ENGLISH,125,Writing and Academic Inquiry,Section 014 (REC) Defining Nations and Nationalism,FA 2020,4,Online,"Hess, Kim"
ENGLISH,125,Writing and Academic Inquiry,Section 016 (REC),FA 2020,4,Online,"Rossing,Katherine"
ENGLISH,125,Writing and Academic Inquiry,Section 018 (REC) What?s in a word?,FA 2020,4,Online,"T'arhesi, Niku T'arhechu"
ENGLISH,125,Writing and Academic Inquiry,Section 020 (REC),FA 2020,4,Online,"Glover,Jeremy Lynn"
ENGLISH,125,Writing and Academic Inquiry,Section 022 (REC),FA 2020,4,Online,"Lynch,Molly"
ENGLISH,125,Writing and Academic Inquiry,Section 024 (REC),FA 2020,4,Online,"Appleton Pine,Andrew"
ENGLISH,125,Writing and Academic Inquiry,Section 026 (REC),FA 2020,4,Hybrid,"Godfrey,Jason"
ENGLISH,125,Writing and Academic Inquiry,Section 028 (REC),FA 2020,4,Online,"Dobson,Serena"
ENGLISH,125,Writing and Academic Inquiry,Section 030 (REC),FA 2020,4,Online,"Hartwell,Kelly"
ENGLISH,125,Writing and Academic Inquiry,Section 032 (REC),FA 2020,4,Online,"McLaughlin, Emily Jace"
ENGLISH,125,Writing and Academic Inquiry,Section 034 (REC),FA 2020,4,Hybrid,"Parra Garcia,Ivan"
ENGLISH,125,Writing and Academic Inquiry,Section 036 (REC),FA 2020,4,Online,"McDaniel,Julia"
ENGLISH,125,Writing and Academic Inquiry,Section 038 (REC),FA 2020,4,Online,"Adams,Samantha"
ENGLISH,125,Writing and Academic Inquiry,Section 040 (REC),FA 2020,4,Online,"Woodworth,Benjamin"
ENGLISH,125,Writing and Academic Inquiry,Section 042 (REC),FA 2020,4,Online,"Schutz,Gregory Michael"
ENGLISH,125,Writing and Academic Inquiry,Section 044 (REC),FA 2020,4,Online,"Majeski,Anna"
ENGLISH,125,Writing and Academic Inquiry,Section 046 (REC),FA 2020,4,Online,"Philbrick,Deven"
ENGLISH,125,Writing and Academic Inquiry,Section 048 (REC),FA 2020,4,Online,"Beauchamp,Annette"
ENGLISH,125,Writing and Academic Inquiry,Section 050 (REC),FA 2020,4,Hybrid,"Ratering,Michelle"
ENGLISH,125,Writing and Academic Inquiry,Section 052 (REC),FA 2020,4,Online,"Bruno,Robert"
ENGLISH,125,Writing and Academic Inquiry,Section 054 (REC),FA 2020,4,Online,"Allen, K E"
ENGLISH,125,Writing and Academic Inquiry,Section 056 (REC),FA 2020,4,Online,"Wickham,Henry"
ENGLISH,125,Writing and Academic Inquiry,Section 058 (REC),FA 2020,4,Online,"Tessier,Randall L"
ENGLISH,125,Writing and Academic Inquiry,Section 060 (REC),FA 2020,4,Online,"Ferszt,Elizabeth A"
ENGLISH,125,Writing and Academic Inquiry,Section 062 (REC),FA 2020,4,Online,"Pokornowski,Steven"
ENGLISH,125,Writing and Academic Inquiry,Section 064 (REC),FA 2020,4,Online,"Coccia,Emily"
ENGLISH,125,Writing and Academic Inquiry,Section 066 (REC),FA 2020,4,Online,"Fairfield,Catherine"
ENGLISH,125,Writing and Academic Inquiry,Section 068 (REC),FA 2020,4,Hybrid,"Reese,Elizabeth"
ENGLISH,125,Writing and Academic Inquiry,Section 070 (REC),FA 2020,4,Online,"Renner,Ariel"
ENGLISH,125,Writing and Academic Inquiry,Section 072 (REC),FA 2020,4,Online,"Schutz,Gregory Michael"
ENGLISH,125,Writing and Academic Inquiry,Section 074 (REC),FA 2020,4,Online,"Araghi, Razieh"
ENGLISH,125,Writing and Academic Inquiry,Section 076 (REC),FA 2020,4,Online,"Wilson,Riley"
ENGLISH,125,Writing and Academic Inquiry,Section 078 (REC) Investigating the Law: American Legal Writing,FA 2020,4,Person,"Kim-Butler, Bryan"
ENGLISH,125,Writing and Academic Inquiry,Section 080 (REC),FA 2020,4,Online,"Argy,Julia"
ENGLISH,125,Writing and Academic Inquiry,Section 082 (REC),FA 2020,4,Online,"Na,Emily"
ENGLISH,125,Writing and Academic Inquiry,Section 084 (REC),FA 2020,4,Online,"Grimm,Lena"
ENGLISH,125,Writing and Academic Inquiry,Section 086 (REC),FA 2020,4,Online,"Williams,David"
ENGLISH,125,Writing and Academic Inquiry,Section 088 (REC),FA 2020,4,Online,"Greer,Connor"
ENGLISH,125,Writing and Academic Inquiry,Section 090 (REC),FA 2020,4,Online,"Fernelius,Caroline"
ENGLISH,125,Writing and Academic Inquiry,Section 092 (REC),FA 2020,4,Online,"Morrow,Lauren"
ENGLISH,125,Writing and Academic Inquiry,Section 094 (REC),FA 2020,4,Online,"Munson,Olan"
ENGLISH,125,Writing and Academic Inquiry,Section 096 (REC),FA 2020,4,Online,"Lu,Hongling"
ENGLISH,125,Writing and Academic Inquiry,Section 098 (REC),FA 2020,4,Online,"Kupetz, Joshua"
ENGLISH,125,Writing and Academic Inquiry,Section 100 (REC),FA 2020,4,Online,"Hollenbach,Benjamin"
ENGLISH,125,Writing and Academic Inquiry,Section 102 (REC),FA 2020,4,Person,"Reese,Elizabeth"
ENGLISH,126,Community-Engaged Writing,Section 001 (REC),FA 2020,4,Person,"Romaine,Laura"
ENGLISH,126,Community-Engaged Writing,Section 003 (REC) Editing and Publishing,FA 2020,4,Online,"McLaughlin, Emily Jace"
ENGLISH,140,First-Year Seminar on English Language and Literature,Section 001 (REC) Rhetoric and Rights: What Else Did the 19th Amendment Do?,FA 2020,3,Hybrid,"Portnoy,Alisse Suzanne"
ENGLISH,140,First-Year Seminar on English Language and Literature,Section 003 (SEM),FA 2020,3,Person,
ENGLISH,140,First-Year Seminar on English Language and Literature,Section 005 (SEM) Experiencing Poetry: Poetry & Politics,FA 2020,3,Online,"White,Gillian Cahill"
ENGLISH,201,Readings in Multicultural American Literature,Section 001 (LEC) Introduction to Latinx Literature,FA 2020,3,Hybrid,"Valella,Daniel"
ENGLISH,216,Introduction to Disability Studies,Section 001 (REC) Superpowers and Debilities,FA 2020,3,Online,"Orr,Ittai"
ENGLISH,221,Literature and Writing Outside the Classroom,Section 002 (REC) Meets 08/31/20 - 10/16/20. (Drop/Add deadline=09/14/20.).,FA 2020,3,Online,"Christman,Philip"
ENGLISH,223,Creative Writing,Section 002 (REC),FA 2020,3,Online,"Schutz,Gregory Michael"
ENGLISH,223,Creative Writing,Section 004 (REC),FA 2020,3,Hybrid,"Amna,Dur E Aziz"
ENGLISH,223,Creative Writing,Section 006 (REC),FA 2020,3,Online,"Wamser,Matthew"
ENGLISH,223,Creative Writing,Section 008 (REC),FA 2020,3,Online,"Nelles,Andrew"
ENGLISH,223,Creative Writing,Section 010 (REC),FA 2020,3,Online,"Falomo,Ayokunle"
ENGLISH,223,Creative Writing,Section 012 (REC),FA 2020,3,Hybrid,"Ward,David"
ENGLISH,223,Creative Writing,Section 014 (REC),FA 2020,3,Online,"Wiora,Kelsey"
ENGLISH,223,Creative Writing,Section 016 (REC),FA 2020,3,Online,"Amna,Dur E Aziz"
ENGLISH,225,Academic Argumentation,Section 002 (REC),FA 2020,4,Online,"Kupetz, Joshua"
ENGLISH,225,Academic Argumentation,Section 004 (REC) Complexity & Intersectionality in Social Issues,FA 2020,4,Hybrid,"Witherite, Adelay Elizabeth"
ENGLISH,225,Academic Argumentation,Section 006 (REC),FA 2020,4,Online,"Taylor III,Charles Lavelle"
ENGLISH,225,Academic Argumentation,Section 008 (REC),FA 2020,4,Online,"Smith,Kendon Michael"
ENGLISH,227,Introductory Playwriting,Section 001 (REC),FA 2020,3,Person,"Casas,Jose"
ENGLISH,230,Introduction to Short Story and Novel,Section 001 (REC) Art of the Short Story,FA 2020,3,Online,"Lyons,Scott Richard"
ENGLISH,240,Introduction to Reading Poetry,Section 001 (REC) Introduction to Reading Contemporary Poetry,FA 2020,3,Online,"Ensor (she/hers or they/them), Hannah"
ENGLISH,267,Shakespeare and His World,Section 001 (LEC) Shakespeare's Principal Plays,FA 2020,3,Online,"Brater,Enoch"
ENGLISH,274,Introduction to Afro-American Literature,Section 001 (LEC),FA 2020,3,Person,"Boisseron,Benedicte M"
ENGLISH,280,Introduction to Digital Cultures,Section 001 (LEC),FA 2020,3,Online,"An,Jasmine Noel"
ENGLISH,285,Introduction to Twentieth-Century Literature,Section 001 (LEC) American Refugees: The Shifting Borders of US Fiction,FA 2020,3,Hybrid,"Miller, Joshua L"
ENGLISH,290,Themes in Language and Literature,Section 002 (LEC) Read for Yourself: Taste and the Market in Literature,FA 2020,3,Online,"Zemgulys,Andrea Patricia"
ENGLISH,290,Themes in Language and Literature,Section 004 (LEC) Contemporary Horror,FA 2020,3,Online,"Brandolino,Gina Marie"
ENGLISH,290,Themes in Language and Literature,Section 006 (LEC),FA 2020,3,Hybrid,"Levinson,Julian Arnold"
ENGLISH,293,Great Works,Section 001 (LEC) Extraordinary Poets Meets 08/31/20 - 10/16/20. (Drop/Add deadline=09/14/20.).,FA 2020,2,Online,"Whittier-Ferguson,John A"
ENGLISH,298,Introduction to Literary Studies,Section 001 (REC),FA 2020,3,Person,
ENGLISH,298,Introduction to Literary Studies,Section 003 (REC) The Third Coast: Contemporary Michigan Narratives,FA 2020,3,Online,"Chamberlin,Jeremiah Michael"
ENGLISH,298,Introduction to Literary Studies,Section 005 (REC) Reading the Next Generation,FA 2020,3,Online,"Murphy,Dana"
ENGLISH,305,Exploring the English Language,Section 001 (LEC),FA 2020,4,Online,"Aull,Laura L"
ENGLISH,313,Topics in Literary Studies,Section 001 (LEC) Fantasies of Childhood,FA 2020,3,Online,"Makman,Lisa Hermine"
ENGLISH,313,Topics in Literary Studies,"Section 004 (LEC) Race, Gender and Sexuality in Transatlantic Literature to 1830",FA 2020,3,Online,"Orr,Ittai"
ENGLISH,315,Women and Literature,Section 001 (LEC) Angels in the House and on the Page: Women?s Abolition and Temperance in the 19th Century,FA 2020,3,Online,"Nichols,Dana"
ENGLISH,317,Literature and Culture,Section 003 (LEC) Green Indigeneities,FA 2020,3,Online,"Najita,Susan Y"
ENGLISH,317,Literature and Culture,"Section 006 (LEC) Beyond England: Travelers, Missionaries, and Immigrants in Early Medieval Literature",FA 2020,3,Online,"Clark,Amy W"
ENGLISH,321,Internship,Section 001 (IND),FA 2020,1,Person,
ENGLISH,322,Community Journalism,Section 001 (SEM),FA 2020,3,Online,"Delp,Jaimien Elmasian"
ENGLISH,323,Creative Writing:  Fiction,Section 002 (SEM),FA 2020,3,Online,"O'Dowd,Patricia T"
ENGLISH,324,Creative Writing:  Poetry,Section 001 (SEM),FA 2020,3,Online,"Chakraborty,Sumita"
ENGLISH,325,Art of the Essay,Section 002 (SEM),FA 2020,3,Online,"Swanson,Fritz Garner"
ENGLISH,325,Art of the Essay,Section 004 (SEM),FA 2020,3,Person,"Hinken,Michael Allen"
ENGLISH,325,Art of the Essay,Section 006 (SEM),FA 2020,3,Online,"McLaughlin, Emily Jace"
ENGLISH,325,Art of the Essay,Section 008 (SEM),FA 2020,3,Hybrid,"Karczynski,David Edward"
ENGLISH,325,Art of the Essay,Section 010 (SEM),FA 2020,3,Person,"Hinken,Michael Allen"
ENGLISH,325,Art of the Essay,Section 012 (SEM),FA 2020,3,Person,"Hinken,Michael Allen"
ENGLISH,328,Writing and the Environment,Section 001 (SEM) Environmental Writing,FA 2020,3,Hybrid,"Coyle,Stacy Gillett"
ENGLISH,340,Studies in Poetry,"Section 002 (SEM) Three Romantic Poets: Wordsworth, Shelley, Keats",FA 2020,3,Person,"Larson,Kerry C"
ENGLISH,344,Writing for Publication/Public Writing,Section 002 (REC),FA 2020,3,Online,"Askari,Emilia Shirin Instructor: Halpert,Julie L"
ENGLISH,345,The New Essay,Section 002 (SEM),FA 2020,3,Online,"Pinto,James"
ENGLISH,349,American Theatre and Drama,Section 001 (REC),FA 2020,3,Person,"Westlake, EJ ; homepage"
ENGLISH,360,The Rise of the Novel,Section 001 (LEC) The Rise of the Novel: An Environmental Approach,FA 2020,3,Online,"Crane,Gregg David"
ENGLISH,362,The American Novel,Section 001 (LEC) U.S. Modernism in Words & Images,FA 2020,3,Hybrid,"Miller, Joshua L"
ENGLISH,364,The Contemporary Novel,Section 001 (REC) Reading as a Writer: The (Very) Contemporary Novel,FA 2020,3,Hybrid,"Davies,Peter Ho Instructor: Grant,Kayla"
ENGLISH,370,Jane Austen,Section 001 (LEC),FA 2020,3,Online,"Schey,Taylor"
ENGLISH,374,African American Literature,Section 001 (REC) Black Women Heroines: A Legacy Continues,FA 2020,3,Online,"Murphy,Dana"
ENGLISH,378,Muslim and Arab Literatures,Section 001 (REC) Contemporary Muslim Literature,FA 2020,3,Online,"Khan,Aliyah R"
ENGLISH,389,Literature in African History,Section 011 (SEM),FA 2020,3,Person,"Peterson,Derek R"
ENGLISH,398,Junior Seminar in English Studies,Section 001 (SEM) Autofiction,FA 2020,4,Online,"Knuth,Aric David"
ENGLISH,403,Topics in Language and Rhetorical Studies,Section 001 (LEC) The Life of the Mind: Classical Rhetoric and Education,FA 2020,3,Online,"Nichols,Dana"
ENGLISH,407,Topics in English Language and Literature,Section 002 (SEM) Food and Culture,FA 2020,3,Online,"Nair,Supriya Mundadath"
ENGLISH,409,Old English,Section 001 (REC),FA 2020,3,Hybrid,"Toon,Thomas E"
ENGLISH,423,Advanced Fiction Writing,Section 001 (SEM),FA 2020,3,Online,"O'Dowd,Patricia T"
ENGLISH,424,Advanced Poetry Writing,Section 001 (SEM),FA 2020,3,Online,"Delp,Jaimien Elmasian"
ENGLISH,425,Advanced Essay Writing,Section 002 (SEM) Writing for the Real World,FA 2020,3,Online,"Gold,David Phillip"
ENGLISH,425,Advanced Essay Writing,"Section 004 (SEM) Immersion Writing: Truth, Fact, and Art",FA 2020,3,Online,"Chamberlin,Jeremiah Michael"
ENGLISH,427,Advanced Playwriting,Section 001 (SEM),FA 2020,3,Person,
ENGLISH,443,History of Theatre I,Section 001 (LEC),FA 2020,3,Person,"Hooker,Jacob Rankin"
ENGLISH,447,Modern Drama,Section 001 (LEC) Eco-Theatre: Staging Climate Crisis,FA 2020,3,Online,"Fitzgerald,Jason"
ENGLISH,451,"Studies in Literature, 1600-1830",Section 001 (REC) British Romantic Poetry,FA 2020,3,Online,"Levinson,Marjorie"
ENGLISH,463,Modern Anglophone Literature,Section 001 (LEC) The Idea of India,FA 2020,3,Hybrid,"Lahiri,Madhumita"
ENGLISH,470,Colonial and Revolutionary American Literature,Section 001 (REC) Literature in the Revolutionary Era,FA 2020,3,Online,"Crane,Gregg David"
ENGLISH,495,Honors Colloquium:  Drafting the Thesis,Section 001 (SEM),FA 2020,3,Online,"Pinch,Adela N"
ENGLISH,501,Old English,Section 001 (SEM),FA 2020,3,Hybrid,"Toon,Thomas E"
ENGR,101,Intro Comp&Prog,Section 001 (LEC),FA 2020,credit).,Online,"Juett,James"
ENGR,101,Intro Comp&Prog,Section 003 (LEC),FA 2020,credit).,Online,"Niciejewski,Rick J"
ENGR,371,Numerical Methods for Engineers and Scientists,Section 001 (LEC),FA 2020,3,Online,"Strauss,Martin J"
ENGR,570,Methods and Practice of Scientific Computing,Section 001 (LEC),FA 2020,credit).,Person,"Kochunas,Brendan Matthew"
ENGR,101,Intro Comp&Prog,Section 002 (LEC),FA 2020,credit).,Online,"Alford, Laura"
ENGR,151,Accelerated Introduction to Computers and Programming,Section 100 (LEC),FA 2020,credit).,Online,"Thomas,Alexander George Roy"
ENGR,371,Numerical Methods for Engineers and Scientists,Section 002 (LEC),FA 2020,3,Person,"Strauss,Martin J"
ENGR,570,Methods and Practice of Scientific Computing,Section 801 (LEC),FA 2020,credit).,Person,"Kochunas,Brendan Matthew"
ENS,344,Univ Campus Orch,Section 001 (LAB),FA 2020,credit).,Person,
ENS,346,Campus Band,"Section 001 (LAB) Campus ""University"" Band",FA 2020,credit).,Person,"Pasquale,John D"
ENS,351,Arts Chorale,Section 001 (LAB),FA 2020,credit).,Person,"Kemper,Joseph Keith"
ENS,354,Univ Choral Union,Section 001 (LAB),FA 2020,credit).,Person,"Hanoian,Scott"
ENS,360,Campus Jazz Ensemble,Section 001 (LAB),FA 2020,credit).,Person,"Wilson,Dennis E"
ENS,407,Intermediate Indonesian Orchestra,Section 001 (LAB),FA 2020,2,Person,"Appleton,William"
ENS,344,Univ Campus Orch,Section 002 (LAB),FA 2020,credit).,Person,
ENS,346,Campus Band,Section 002 (LAB),FA 2020,credit).,Person,"Frey,Richard"
ENS,353,Mens Glee Club,Section 001 (LAB),FA 2020,credit).,Person,"Stover,Mark"
ENS,356,Womens Glee Club,Section 001 (LAB),FA 2020,credit).,Person,"Skadsem,Julie Ann"
ENS,405,Beginning Indonesian Orchestra,Section 001 (LAB),FA 2020,1,Person,"Appleton,William"
ENSCEN,105,Our Changing Atmosphere,Section 001 (LEC),FA 2020,3,Person,"Flanner,Mark G"
ENSCEN,428,Groundwater Hydrology,Section 001 (LEC),FA 2020,credit).,Hybrid,"Demond,Avery H"
ENSCEN,428,Groundwater Hydrology,Section 102 (LEC),FA 2020,credit).,Person,"Demond,Avery H"
ENSCEN,524,General Circulation,Section 001 (LEC),FA 2020,credit).,Person,"Payne,Ashley Elizabeth"
ENSCEN,211,Intro to Nucl Eng,Section 001 (LEC),FA 2020,credit).,Person,"Atzmon,Michael"
ENSCEN,428,Groundwater Hydrology,Section 101 (LEC),FA 2020,credit).,Person,"Demond,Avery H"
ENSCEN,484,Radiological Health Engineering Fundamentals,Section 001 (LEC),FA 2020,credit).,Person,"Whitman,Richard Thomas"
ENSCEN,524,General Circulation,Section 801 (LEC),FA 2020,credit).,Person,"Payne,Ashley Elizabeth"
ENVIRON,101,"Food, Energy, and Environmental Justice",Section 001 (LEC),FA 2020,4,Online,"Vandermeer,John H; homepage"
ENVIRON,105,Our Changing Atmosphere,Section 001 (LEC),FA 2020,3,Person,"Flanner,Mark G"
ENVIRON,118,Introductory Geology Laboratory,Section 001 (LAB),FA 2020,1,Person,
ENVIRON,118,Introductory Geology Laboratory,Section 003 (LAB),FA 2020,1,Person,
ENVIRON,118,Introductory Geology Laboratory,Section 005 (LAB),FA 2020,1,Person,
ENVIRON,119,Introduction to Earth Science,Section 001 (LEC),FA 2020,3,Person,"van der Pluijm, Ben"
ENVIRON,120,Geology of National Parks and Monuments,Section 001 (LEC),FA 2020,4,Person,"Lange,Rebecca Ann"
ENVIRON,139,First-Year Seminar in the Environment,Section 003 (SEM) Reconsidering African Environments,FA 2020,3,Person,"Klein,Brian"
ENVIRON,139,First-Year Seminar in the Environment,"Section 005 (SEM) Environment, Religions, Spirituality and Sustainability",FA 2020,3,Hybrid,"Bouma,Rolf T"
ENVIRON,139,First-Year Seminar in the Environment,"Section 007 (SEM) Environment, Religions, Spirituality and Sustainability",FA 2020,3,Online,
ENVIRON,201,Ecological Issues,Section 001 (LEC),FA 2020,4,Online,"Benedict,John Courtney; homepage"
ENVIRON,204,"Under Pressure: Water Systems, Society, and the Environment",Section 002 (LEC),FA 2020,3,Online,
ENVIRON,207,Sustainability and Society,Section 001 (LEC),FA 2020,3,Online,"Newell, Josh"
ENVIRON,228,Introduction to Environmental Science Laboratory,Section 002 (LAB),FA 2020,1,Person,
ENVIRON,228,Introduction to Environmental Science Laboratory,Section 004 (LAB),FA 2020,1,Person,
ENVIRON,229,Introduction to Environmental Science,Section 001 (LEC),FA 2020,3,Person,"Blum,Joel D"
ENVIRON,233,"Introductory Oceanography, Laboratory",Section 002 (LAB),FA 2020,1,Person,
ENVIRON,233,"Introductory Oceanography, Laboratory",Section 004 (LAB),FA 2020,1,Person,
ENVIRON,236,Environment and History in Preindustrial Europe,Section 001 (LEC),FA 2020,3,Hybrid,"Squatriti,Paolo"
ENVIRON,244,Topics in Culture and Environment,Section 001 (LEC) Representing Wildlife,FA 2020,3,Person,"Coyle,Stacy Gillett"
ENVIRON,244,Topics in Culture and Environment,Section 003 (LEC) Art in Nature: Micro to Macro,FA 2020,3,Online,
